00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
00,00,10,20,30,20,10,00,00
